Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;Órgão;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%)
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 525,56; R$ 525,56; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 242.234,85; R$ 461.217,85; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 581,36; R$ 1.106,92; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 239.074,06; R$ 700.291,91; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 573,78; R$ 1.680,70; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 632,98; R$ 2.313,68; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 263.740,21; R$ 964.032,12; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 556,23; R$ 2.869,91; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 231.764,61; R$ 1.195.796,73; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 228.705,74; R$ 1.424.502,47; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 548,89; R$ 3.418,80; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 218.458,62; R$ 1.642.961,09; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 550,50; R$ 3.969,30; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 222.604,45; R$ 1.865.565,54; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 32.227,15; R$ 36.196,45; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 548,34; R$ 36.744,79; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 228.472,97; R$ 2.094.038,51; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 8,22; R$ 36.753,01; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 208.126,28; R$ 2.302.164,79; R$ 0,00; 0.0
 12415001000000; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Receitas Correntes; Contribuições; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; ; Contribuição para o Custeio do Serviço de Iluminação Pública; Contribuição para o Custeio do Serviço de Iluminação Pública; Não se aplica; Contribuição para o Custeio do Serviço de Iluminação Pública - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 214.648,20; R$ 2.516.812,99; R$ 0,00; 0.0
 11130341010000; IRRF - Pessoa Jurídica; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; Impostos sobre a Renda e Proventos de Qualquer Natureza; Imposto sobre a Renda - Retido na Fonte; Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos; IRRF - Pessoa Jurídica; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 24.189,68; R$ 60.942,69; R$ 0,00; 0.0
