rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Produtor Rural Assistido; Agricultura; Apoio ao Produtor Rural;100;R$ 550.000,00;R$ 550.000,00;R$ 89.803,88;R$ 89.803,88;R$ 77.510,43
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;61;R$ 1.713.735,00;R$ 1.718.472,10;R$ 296.431,38;R$ 234.722,77;R$ 172.157,02
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;23;R$ 250.000,00;R$ 250.000,00;R$ 244.234,22;R$ 57.133,42;R$ 57.133,42
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Manutenção da Secretaria de Meio Ambiente; Gestão Ambiental; Manutenção da Secretaria de Meio Ambiente;131;R$ 50.000,00;R$ 50.000,00;R$ 45.262,78;R$ 25.448,18;R$ 12.173,84
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;66;R$ 6.162.748,00;R$ 6.458.743,81;R$ 4.354.938,59;R$ 1.386.849,77;R$ 897.313,58
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;2;R$ 123.750,00;R$ 123.750,00;R$ 54.606,23;R$ 9.129,84;R$ 6.744,51
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;27;R$ 80.000,00;R$ 80.000,00;R$ 78.280,13;R$ 47.766,88;R$ 29.643,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;114;R$ 800.000,00;R$ 849.874,82;R$ 682.800,05;R$ 561.569,10;R$ 412.869,59
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;14;R$ 4.015.000,00;R$ 4.465.000,00;R$ 4.054.279,21;R$ 1.587.201,42;R$ 1.086.830,19
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;47;R$ 2.541.405,00;R$ 3.541.405,00;R$ 1.897.279,18;R$ 935.463,30;R$ 807.843,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;10;R$ 50.000,00;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 2.663.862,00;R$ 3.163.862,00;R$ 2.341.455,25;R$ 1.521.806,86;R$ 974.068,31
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção e Manutenção do Esporte Amador;141;R$ 400.000,00;R$ 500.000,00;R$ 439.562,22;R$ 317.974,21;R$ 183.590,35
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;80;R$ 10.000,00;R$ 160.000,00;R$ 22.014,70;R$ 13.419,70;R$ 2.630,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;79;R$ 250.000,00;R$ 250.000,00;R$ 168.880,51;R$ 65.947,41;R$ 58.332,42
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;2;R$ 568.000,00;R$ 568.000,00;R$ 306.903,24;R$ 166.883,82;R$ 159.263,46
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;3;R$ 125.000,00;R$ 125.000,00;R$ 39.701,00;R$ 39.701,00;R$ 39.701,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;19;R$ 80.280,00;R$ 80.280,00;R$ 78.232,48;R$ 78.232,48;R$ 75.738,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;20;R$ 100.000,00;R$ 100.000,00;R$ 79.283,51;R$ 79.283,51;R$ 79.283,51
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;21;R$ 38.016,00;R$ 103.016,00;R$ 87.898,19;R$ 87.898,19;R$ 84.000,89
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;22;R$ 33.000,00;R$ 33.000,00;R$ 27.124,08;R$ 27.124,08;R$ 25.719,08
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;23;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;24;R$ 101.500,00;R$ 101.500,00;R$ 84.522,56;R$ 84.522,56;R$ 82.859,69
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;25;R$ 5.300,00;R$ 9.300,00;R$ 2.266,00;R$ 2.266,00;R$ 1.601,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;26;R$ 1.154,00;R$ 1.154,00;R$ 778,00;R$ 778,00;R$ 778,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;27;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;28;R$ 4.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;29;R$ 19.315,00;R$ 19.315,00;R$ 16.360,83;R$ 16.360,83;R$ 16.041,42
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;30;R$ 7.169,00;R$ 28.169,00;R$ 23.271,98;R$ 23.271,98;R$ 9.988,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;31;R$ 100,00;R$ 100,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;32;R$ 400,00;R$ 400,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;33;R$ 0,00;R$ 120.000,00;R$ 110.314,75;R$ 110.314,75;R$ 108.098,69
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;34;R$ 0,00;R$ 510,07;R$ 510,07;R$ 510,07;R$ 510,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;35;R$ 0,00;R$ 318.400,00;R$ 160.186,06;R$ 160.186,06;R$ 160.186,06
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;36;R$ 0,00;R$ 15.615,47;R$ 15.615,47;R$ 15.615,47;R$ 15.615,47
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;37;R$ 0,00;R$ 11.082,33;R$ 11.082,33;R$ 11.082,33;R$ 11.082,33
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;38;R$ 0,00;R$ 35.657,87;R$ 35.657,87;R$ 35.657,87;R$ 35.657,87
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;39;R$ 0,00;R$ 4.428,34;R$ 4.428,34;R$ 4.428,34;R$ 4.428,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;40;R$ 0,00;R$ 5.606,34;R$ 5.606,34;R$ 5.606,34;R$ 5.468,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;41;R$ 0,00;R$ 1.303,00;R$ 1.303,00;R$ 1.303,00;R$ 1.217,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;42;R$ 0,00;R$ 5.977,44;R$ 5.977,44;R$ 5.977,44;R$ 5.977,44
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;43;R$ 0,00;R$ 8.497,84;R$ 8.497,84;R$ 8.497,84;R$ 6.912,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;44;R$ 0,00;R$ 15.673,15;R$ 15.673,15;R$ 15.673,15;R$ 15.673,15
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;45;R$ 0,00;R$ 1.347,00;R$ 1.347,00;R$ 1.347,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;46;R$ 0,00;R$ 2.968,90;R$ 2.968,90;R$ 2.968,90;R$ 2.968,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;47;R$ 0,00;R$ 10.777,00;R$ 10.777,00;R$ 10.777,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;48;R$ 0,00;R$ 3.097,59;R$ 3.097,59;R$ 3.097,59;R$ 3.097,59
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;49;R$ 0,00;R$ 19.743,61;R$ 19.743,61;R$ 19.743,61;R$ 19.743,61
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;50;R$ 0,00;R$ 268.000,00;R$ 261.347,67;R$ 261.347,67;R$ 259.881,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;51;R$ 0,00;R$ 3.100,07;R$ 2.851,77;R$ 2.851,77;R$ 2.851,77
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;52;R$ 0,00;R$ 51.666,60;R$ 45.778,29;R$ 45.778,29;R$ 45.778,29
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;53;R$ 0,00;R$ 1.172,76;R$ 1.039,35;R$ 1.039,35;R$ 1.039,35
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;54;R$ 0,00;R$ 120.000,00;R$ 119.600,00;R$ 119.600,00;R$ 119.600,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;55;R$ 0,00;R$ 60.000,00;R$ 60.000,00;R$ 60.000,00;R$ 60.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;56;R$ 0,00;R$ 58.095,00;R$ 58.095,00;R$ 58.095,00;R$ 58.095,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;57;R$ 0,00;R$ 100.000,00;R$ 26.970,00;R$ 26.970,00;R$ 26.970,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;58;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;59;R$ 0,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;60;R$ 0,00;R$ 450.000,00;R$ 450.000,00;R$ 450.000,00;R$ 414.431,99
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;61;R$ 0,00;R$ 430.000,00;R$ 430.000,00;R$ 430.000,00;R$ 430.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;62;R$ 0,00;R$ 11.215,92;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;38;R$ 0,00;R$ 100.000,00;R$ 99.662,00;R$ 99.662,00;R$ 99.662,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;39;R$ 0,00;R$ 547,25;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;40;R$ 0,00;R$ 17.497,81;R$ 17.497,81;R$ 17.497,81;R$ 17.134,66
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;41;R$ 0,00;R$ 540,52;R$ 540,52;R$ 540,52;R$ 540,52
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;42;R$ 0,00;R$ 19.279,56;R$ 19.279,56;R$ 19.279,56;R$ 19.279,56
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;43;R$ 0,00;R$ 10.234,14;R$ 10.234,14;R$ 10.234,14;R$ 10.234,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;44;R$ 0,00;R$ 18.122,53;R$ 11.672,48;R$ 11.672,48;R$ 11.672,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;45;R$ 0,00;R$ 27.388,16;R$ 24.855,38;R$ 18.455,38;R$ 17.016,58
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;46;R$ 0,00;R$ 240,79;R$ 240,79;R$ 240,79;R$ 240,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;47;R$ 0,00;R$ 81,11;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;48;R$ 0,00;R$ 0,21;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;49;R$ 0,00;R$ 13.991,81;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;50;R$ 0,00;R$ 961,06;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;51;R$ 0,00;R$ 53.000,00;R$ 52.997,83;R$ 52.997,83;R$ 52.997,83
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;52;R$ 0,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;53;R$ 0,00;R$ 70.000,00;R$ 44.781,37;R$ 44.781,37;R$ 44.781,37
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;54;R$ 0,00;R$ 860.000,00;R$ 775.227,82;R$ 775.227,82;R$ 775.227,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;49;R$ 0,00;R$ 21.400,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;50;R$ 0,00;R$ 102.319,90;R$ 102.319,90;R$ 102.319,90;R$ 102.319,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;51;R$ 0,00;R$ 102.279,63;R$ 73.790,12;R$ 73.790,12;R$ 73.294,12
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;52;R$ 0,00;R$ 2.392,54;R$ 2.392,54;R$ 2.392,54;R$ 2.392,54
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;53;R$ 0,00;R$ 12.000,00;R$ 10.085,13;R$ 10.085,13;R$ 7.425,13
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;54;R$ 0,00;R$ 90.000,00;R$ 83.172,86;R$ 83.172,86;R$ 12.172,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;55;R$ 0,00;R$ 60.000,00;R$ 54.465,16;R$ 54.465,16;R$ 54.465,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;56;R$ 0,00;R$ 4.000,00;R$ 3.437,90;R$ 3.437,90;R$ 2.906,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;57;R$ 0,00;R$ 19.000,00;R$ 16.157,56;R$ 16.157,56;R$ 16.157,56
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;58;R$ 0,00;R$ 6.000,00;R$ 6.000,00;R$ 6.000,00;R$ 5.891,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;59;R$ 0,00;R$ 59,60;R$ 59,60;R$ 59,60;R$ 59,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;60;R$ 0,00;R$ 3.190,08;R$ 1.720,27;R$ 1.720,27;R$ 1.720,27
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;1;R$ 300.000,00;R$ 300.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;2;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Veículos p/Saúde;3;R$ 35.000,00;R$ 35.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Veículos p/Saúde;4;R$ 65.000,00;R$ 124.500,00;R$ 39.500,00;R$ 39.500,00;R$ 39.500,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Veículos p/Saúde;5;R$ 500,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;6;R$ 60.000,00;R$ 60.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Aquisição de Equipamentos p/Saúde;7;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;8;R$ 2.230.600,00;R$ 1.963.971,52;R$ 1.840.616,31;R$ 1.840.616,31;R$ 1.745.508,13
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;9;R$ 306.000,00;R$ 26.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;10;R$ 242.340,00;R$ 196.340,00;R$ 184.201,45;R$ 184.201,45;R$ 167.930,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;11;R$ 43.085,00;R$ 25.085,00;R$ 22.196,79;R$ 22.196,79;R$ 21.803,49
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;12;R$ 53.700,00;R$ 48.700,00;R$ 40.143,35;R$ 40.143,35;R$ 40.143,35
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;13;R$ 12.600,00;R$ 12.600,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;14;R$ 440.000,00;R$ 560.000,00;R$ 543.976,21;R$ 543.397,91;R$ 530.560,46
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;15;R$ 500.000,00;R$ 896.628,48;R$ 866.952,68;R$ 866.952,68;R$ 835.314,52
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;16;R$ 26.400,00;R$ 23.400,00;R$ 2.241,52;R$ 2.241,52;R$ 2.241,52
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações Básicas de Saúde;17;R$ 10.000,00;R$ 40.000,00;R$ 3.259,00;R$ 3.259,00;R$ 3.259,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;18;R$ 219.120,00;R$ 219.120,00;R$ 219.089,48;R$ 219.089,48;R$ 219.089,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;19;R$ 231.192,00;R$ 244.192,00;R$ 244.009,92;R$ 244.009,92;R$ 244.009,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;20;R$ 80.280,00;R$ 80.280,00;R$ 80.185,07;R$ 80.185,07;R$ 80.185,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;21;R$ 144.000,00;R$ 144.000,00;R$ 143.117,05;R$ 143.117,05;R$ 141.744,44
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;22;R$ 591.756,00;R$ 591.756,00;R$ 152.713,57;R$ 152.713,57;R$ 129.365,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;23;R$ 38.016,00;R$ 50.016,00;R$ 49.246,19;R$ 49.246,19;R$ 36.986,19
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;24;R$ 16.380,00;R$ 16.380,00;R$ 14.834,34;R$ 14.834,34;R$ 14.734,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Programa Saúde da Família - PSF;25;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;26;R$ 78.000,00;R$ 78.000,00;R$ 77.695,03;R$ 77.695,03;R$ 77.695,03
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;27;R$ 2.800,00;R$ 7.011,00;R$ 4.129,82;R$ 4.129,82;R$ 3.840,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;28;R$ 2.400,00;R$ 2.400,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;29;R$ 500,00;R$ 500,00;R$ 456,30;R$ 456,30;R$ 456,30
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Sanitária;30;R$ 2.000,00;R$ 1.989,00;R$ 1.924,00;R$ 1.924,00;R$ 1.924,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;31;R$ 28.332,00;R$ 20.332,00;R$ 18.466,51;R$ 18.466,51;R$ 18.209,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;32;R$ 5.000,00;R$ 5.000,00;R$ 718,58;R$ 718,58;R$ 718,58
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ações de Vigilância Epidemiológica;33;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saúde para Todos; Saúde; Ampliação e Reforma de Unidades de Saúde;34;R$ 0,00;R$ 81.600,00;R$ 0,00;R$ 0,00;R$ 0,00
