rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;62;R$ 34.952,00;R$ 34.952,00;R$ 2.299,63;R$ 2.299,63;R$ 2.299,63
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;1;R$ 385.000,00;R$ 389.466,65;R$ 389.466,65;R$ 389.466,65;R$ 389.466,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;2;R$ 70.000,00;R$ 64.234,82;R$ 64.234,82;R$ 64.234,82;R$ 64.234,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;3;R$ 7.000,00;R$ 8.298,53;R$ 8.298,53;R$ 8.298,53;R$ 8.298,53
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; MANUTENCAO DA CAMARA MUNICIPAL DE VEREADORES;1;R$ 158.000,00;R$ 162.999,32;R$ 162.999,32;R$ 162.999,32;R$ 162.999,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; MANUTENCAO DA CAMARA MUNICIPAL DE VEREADORES;8;R$ 9.000,00;R$ 14.500,00;R$ 13.472,57;R$ 13.472,57;R$ 13.472,57
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; PROCESSO LEGISLATIVO; LEGISLATIVA; MANUTENÇÃO DA CAMARA DE VEREADORES;4;R$ 150.000,00;R$ 150.000,00;R$ 148.283,79;R$ 148.283,79;R$ 148.283,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; PROCESSO LEGISLATIVO; LEGISLATIVA; MANUTENÇÃO DA CAMARA DE VEREADORES;5;R$ 25.000,00;R$ 10.000,00;R$ 6.391,88;R$ 6.391,88;R$ 6.391,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; PROCESSO LEGISLATIVO; LEGISLATIVA; MANUTENÇÃO DA CAMARA DE VEREADORES;8;R$ 15.000,00;R$ 15.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;3;R$ 80.000,00;R$ 26.106,09;R$ 26.106,09;R$ 26.106,09;R$ 26.106,09
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;1;R$ 420.000,00;R$ 436.456,05;R$ 436.456,05;R$ 436.456,05;R$ 436.456,05
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;2;R$ 75.000,00;R$ 74.167,88;R$ 74.167,88;R$ 74.167,88;R$ 74.167,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Camara Municipal de Vereadores;3;R$ 25.000,00;R$ 9.376,07;R$ 9.376,07;R$ 9.376,07;R$ 9.376,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;105;R$ 37.500,00;R$ 67.500,00;R$ 41.288,98;R$ 41.288,98;R$ 41.288,98
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;3;R$ 2.699,00;R$ 2.699,00;R$ 2.699,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;16;R$ 126.781,63;R$ 226.781,63;R$ 142.505,42;R$ 45.966,57;R$ 15.723,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;19;R$ 40.720,50;R$ 140.720,50;R$ 41.632,05;R$ 36.772,19;R$ 911,55
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;39;R$ 10.324,28;R$ 110.324,28;R$ 10.945,08;R$ 5.425,51;R$ 620,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;131;R$ 0,00;R$ 2.304.579,00;R$ 1.586.290,96;R$ 1.586.290,96;R$ 1.586.290,96
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;54;R$ 187.500,00;R$ 287.500,00;R$ 114.000,00;R$ 114.000,00;R$ 114.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;3;R$ 25.000,00;R$ 74.000,00;R$ 18.039,03;R$ 18.039,03;R$ 18.039,03
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;52;R$ 125.000,00;R$ 225.000,00;R$ 106.733,95;R$ 106.733,95;R$ 106.733,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;48;R$ 25.000,00;R$ 25.000,00;R$ 18.590,16;R$ 18.590,16;R$ 18.590,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;119;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 10.000,00;R$ 10.000,00;R$ 7.542,02;R$ 7.542,02;R$ 4.368,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Construção de Praças de Lazer;114;R$ 51.250,00;R$ 310.250,00;R$ 235.387,14;R$ 235.387,14;R$ 235.387,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;74;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;4;R$ 1.616,72;R$ 1.616,72;R$ 1.616,72;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;23;R$ 531.455,05;R$ 631.455,05;R$ 535.564,15;R$ 4.109,10;R$ 4.109,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;24;R$ 18.600,00;R$ 18.600,00;R$ 18.600,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;9;R$ 2.500,00;R$ 2.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;6;R$ 2.000,00;R$ 2.000,00;R$ 499,00;R$ 499,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;49;R$ 1.150.000,00;R$ 6.679.115,94;R$ 3.780.645,48;R$ 3.780.645,48;R$ 3.780.645,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;31;R$ 10.944,85;R$ 110.944,85;R$ 10.980,84;R$ 10.743,48;R$ 35,99
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;28;R$ 549.914,39;R$ 749.914,39;R$ 552.170,27;R$ 442.058,15;R$ 2.255,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;97;R$ 12.500,00;R$ 12.500,00;R$ 7.680,00;R$ 7.680,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;58;R$ 12.500,00;R$ 12.500,00;R$ 3.228,00;R$ 3.228,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;26;R$ 16.012,84;R$ 216.012,84;R$ 16.072,27;R$ 11.019,43;R$ 59,43
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Urbanismo; Pavimentação  Avenida Interpraias;33;R$ 1.580.000,00;R$ 21.580.000,00;R$ 2.943.696,40;R$ 2.943.696,40;R$ 2.943.696,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;1;R$ 1.300.000,00;R$ 1.300.000,00;R$ 1.279.490,66;R$ 1.279.490,66;R$ 1.279.490,66
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Pré Escolar;69;R$ 1.251.457,00;R$ 1.251.457,00;R$ 719.592,95;R$ 719.592,95;R$ 719.592,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;13;R$ 190.000,00;R$ 190.000,00;R$ 135.317,12;R$ 135.317,12;R$ 135.317,12
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;12;R$ 11.955,00;R$ 111.955,00;R$ 13.163,88;R$ 1.208,88;R$ 1.208,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Eventos Culturais;46;R$ 10.097,53;R$ 10.097,53;R$ 10.097,53;R$ 6.594,53;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;53;R$ 28.125,00;R$ 28.125,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;2;R$ 62.500,00;R$ 62.500,00;R$ 41.654,63;R$ 41.654,63;R$ 39.723,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;51;R$ 500.000,00;R$ 1.240.000,00;R$ 384.048,01;R$ 384.048,01;R$ 294.048,01
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;93;R$ 280.000,00;R$ 337.000,00;R$ 335.999,94;R$ 335.999,94;R$ 303.695,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;126;R$ 50.000,00;R$ 139.000,00;R$ 137.697,47;R$ 137.697,47;R$ 132.173,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;20;R$ 745.000,00;R$ 380.000,00;R$ 378.150,98;R$ 378.150,98;R$ 365.085,77
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;92;R$ 195.000,00;R$ 410.000,00;R$ 409.624,05;R$ 409.624,05;R$ 387.712,99
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;72;R$ 437.500,00;R$ 882.500,00;R$ 841.656,31;R$ 841.656,31;R$ 803.085,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;128;R$ 37.500,00;R$ 37.571,78;R$ 35.066,00;R$ 35.066,00;R$ 18.100,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;56;R$ 750.000,00;R$ 810.000,00;R$ 800.100,26;R$ 800.100,26;R$ 769.977,45
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;39;R$ 550.000,00;R$ 575.000,00;R$ 573.809,94;R$ 573.809,94;R$ 557.488,38
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;34;R$ 1.200.000,00;R$ 1.360.000,00;R$ 1.349.858,05;R$ 1.349.858,05;R$ 1.278.388,74
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Comércio e Serviços; Promoção da Indústria e Comécio;104;R$ 107.500,00;R$ 125.500,00;R$ 118.712,26;R$ 118.712,26;R$ 113.640,95
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;110;R$ 200.000,00;R$ 150.000,00;R$ 147.701,79;R$ 147.701,79;R$ 141.389,24
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;83;R$ 155.000,00;R$ 155.000,00;R$ 111.412,83;R$ 111.412,83;R$ 109.263,39
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;24;R$ 229.500,00;R$ 229.500,00;R$ 227.689,43;R$ 227.689,43;R$ 227.689,43
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; FUNDO MUNICIPAL DE CULTURA;129;R$ 5.000,00;R$ 5.000,00;R$ 4.790,00;R$ 4.790,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Construção de Guaritas p/Salva-Vidas;107;R$ 25.000,00;R$ 25.000,00;R$ 15.359,00;R$ 15.359,00;R$ 8.572,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Apoio ao Portador de Necessidades Especiais;86;R$ 86.000,00;R$ 86.000,00;R$ 80.733,00;R$ 80.733,00;R$ 60.733,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;13;R$ 323.120,30;R$ 1.323.120,30;R$ 326.553,26;R$ 3.432,96;R$ 3.432,96
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Processo Legislativo; Legislativa; Manutenção da Câmara Municipal de Vereadores;3;R$ 28.125,00;R$ 28.125,00;R$ 15.237,20;R$ 15.237,20;R$ 15.237,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 1.153.659,00;R$ 3.776.497,40;R$ 3.540.317,10;R$ 3.489.331,93;R$ 3.205.578,50
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;40;R$ 430.610,00;R$ 780.610,00;R$ 728.913,42;R$ 720.151,66;R$ 605.144,82
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;31;R$ 2.250.000,00;R$ 2.860.000,00;R$ 724.024,40;R$ 724.024,40;R$ 515.024,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Construção Centro de Convivência p/Melhor Idade;82;R$ 101.250,00;R$ 101.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;2;R$ 62,16;R$ 62,16;R$ 62,16;R$ 62,16;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;12;R$ 209,14;R$ 209,14;R$ 209,14;R$ 209,14;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Preservação e Recuperação do Meio Ambiente; Gestão Ambiental; Recuperação de Áreas Degradadas;40;R$ 64,81;R$ 64,81;R$ 64,81;R$ 64,81;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;117;R$ 245.000,00;R$ 305.000,00;R$ 231.961,34;R$ 229.124,54;R$ 206.773,01
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;55;R$ 140.625,00;R$ 140.625,00;R$ 41.234,00;R$ 41.234,00;R$ 16.734,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;19;R$ 28.125,00;R$ 28.125,00;R$ 22.430,00;R$ 22.430,00;R$ 22.430,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;30;R$ 25.000,00;R$ 25.000,00;R$ 11.600,00;R$ 11.600,00;R$ 11.600,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;113;R$ 22.500,00;R$ 22.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;79;R$ 16.875,00;R$ 16.875,00;R$ 10.000,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;88;R$ 2.250,00;R$ 2.250,00;R$ 2.097,00;R$ 2.097,00;R$ 2.097,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;19;R$ 17.605,00;R$ 17.605,00;R$ 7.780,00;R$ 7.780,00;R$ 2.780,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;26;R$ 3.375,00;R$ 3.375,00;R$ 1.498,00;R$ 1.498,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;17;R$ 694.601,99;R$ 694.601,99;R$ 694.601,99;R$ 68.790,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;9;R$ 2.812,50;R$ 2.812,50;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Coleta de Lixo; Saneamento; Manutenção do SAMAE;50;R$ 2.812,50;R$ 2.812,50;R$ 1.097,00;R$ 1.097,00;R$ 1.097,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;46;R$ 281.250,00;R$ 281.250,00;R$ 100.405,54;R$ 100.405,54;R$ 100.405,54
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 706.300,00;R$ 1.026.300,00;R$ 976.396,31;R$ 976.396,31;R$ 941.241,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;80;R$ 8.437,50;R$ 8.437,50;R$ 2.800,00;R$ 2.800,00;R$ 2.800,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;65;R$ 6.250,00;R$ 6.250,00;R$ 5.009,06;R$ 5.009,06;R$ 2.985,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;8;R$ 1.125.000,00;R$ 1.525.000,00;R$ 1.362.673,45;R$ 1.362.673,45;R$ 1.362.673,45
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;15;R$ 70.000,00;R$ 80.000,00;R$ 67.691,48;R$ 67.691,48;R$ 67.031,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;7;R$ 1.050.000,00;R$ 1.250.000,00;R$ 1.118.314,34;R$ 1.118.314,34;R$ 1.118.314,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;53;R$ 187.500,00;R$ 547.500,00;R$ 373.363,19;R$ 373.363,19;R$ 261.012,19
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;47;R$ 154.329,62;R$ 254.329,62;R$ 154.639,26;R$ 62.557,06;R$ 309,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Apoio a Criança e ao Adolescente em Situação de Risco;76;R$ 15.000,00;R$ 15.000,00;R$ 10.000,00;R$ 10.000,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Segurança Pública; Construção de Sede para Polícia Militar;135;R$ 0,00;R$ 200.000,00;R$ 200.000,00;R$ 200.000,00;R$ 200.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;51;R$ 28.125,00;R$ 28.125,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;98;R$ 5.625,00;R$ 5.625,00;R$ 5.615,00;R$ 5.615,00;R$ 5.615,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Cultura Para Todos; Cultura; Manutenção das Atividades Culturais;121;R$ 1.250,00;R$ 1.250,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;12;R$ 1.800.000,00;R$ 2.491.004,77;R$ 2.480.665,83;R$ 2.480.665,83;R$ 2.374.899,81
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;25;R$ 48.375,00;R$ 63.375,00;R$ 59.703,94;R$ 58.523,31;R$ 48.261,01
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;64;R$ 300.000,00;R$ 570.000,00;R$ 495.023,28;R$ 488.006,28;R$ 419.541,96
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Pequeno Produtor Assistido; Agricultura; Apoio ao Pequeno Produtor Rural;94;R$ 247.250,00;R$ 277.250,00;R$ 268.719,75;R$ 265.210,75;R$ 203.493,17
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;45;R$ 1.754.249,00;R$ 2.095.296,45;R$ 1.884.857,77;R$ 1.832.101,68;R$ 1.803.922,24
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Manutenção da Diretoria de Desenvolvimento Social;33;R$ 7.121,50;R$ 1.107.121,50;R$ 10.377,34;R$ 8.361,15;R$ 3.255,84
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Atenção a Criança e ao Adolescente; Assistência Social; Manutenção do Conselho Tutelar;4;R$ 129.161,00;R$ 146.161,00;R$ 145.351,76;R$ 145.351,76;R$ 139.128,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;21;R$ 200.000,00;R$ 565.000,00;R$ 517.393,66;R$ 504.124,41;R$ 306.902,04
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;18;R$ 48.520,00;R$ 81.809,32;R$ 71.852,58;R$ 68.203,68;R$ 67.746,97
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Gaivota Turismo; Comércio e Serviços; Promoção e Manutenção de Atividades Turísticas;111;R$ 500.000,00;R$ 660.000,00;R$ 657.123,90;R$ 560.417,64;R$ 543.281,06
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Médio;68;R$ 18.000,00;R$ 218.000,00;R$ 201.085,52;R$ 201.085,48;R$ 191.600,62
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;84;R$ 46.582,00;R$ 183.459,17;R$ 157.096,07;R$ 154.212,33;R$ 138.525,36
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Benefícios Eventuais à Pessoas em Situação de Vulnerabilidade;82;R$ 45.000,00;R$ 196.953,75;R$ 137.658,30;R$ 137.458,30;R$ 135.058,30
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;88;R$ 154.529,00;R$ 249.615,59;R$ 140.407,03;R$ 136.904,62;R$ 126.185,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;42;R$ 2.250,00;R$ 2.250,00;R$ 1.050,00;R$ 1.050,00;R$ 1.050,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Construção de Sede para Polícia Militar;16;R$ 200,00;R$ 200,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; ; ; ;0;R$ 0,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00
