data;numero_empenho;rel_orgao;detalhamento_do_elemento;descricao;valor_empenhado;valor_liquido;valor_pago
 30/01/2023;80; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 44.323,85;R$ 44.323,85;R$ 44.323,85
 30/01/2023;79; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 74.513,77;R$ 74.513,77;R$ 74.513,77
 30/01/2023;76; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 324.393,91;R$ 324.393,91;R$ 324.393,91
 30/01/2023;77; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 14.653,95;R$ 14.653,95;R$ 14.653,95
 30/01/2023;82; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 64.630,13;R$ 64.630,13;R$ 64.630,13
 30/01/2023;81; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 23.162,37;R$ 23.162,37;R$ 23.162,37
 30/01/2023;515; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 28.784,49;R$ 28.784,49;R$ 28.784,49
 30/01/2023;506; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 93.245,55;R$ 93.245,55;R$ 93.245,55
 30/01/2023;505; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 273.205,16;R$ 273.205,16;R$ 273.205,16
 30/01/2023;508; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 5.416,42;R$ 5.416,42;R$ 5.416,42
 30/01/2023;507; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 672,45;R$ 672,45;R$ 672,45
 30/01/2023;510; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 31.013,91;R$ 31.013,91;R$ 31.013,91
 30/01/2023;509; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 124,57;R$ 124,57;R$ 124,57
 30/01/2023;512; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 422.214,66;R$ 422.214,66;R$ 422.214,66
 30/01/2023;511; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 21.369,59;R$ 21.369,59;R$ 21.369,59
 30/01/2023;514; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 122.861,48;R$ 122.861,48;R$ 122.861,48
 30/01/2023;513; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 1.524,73;R$ 1.524,73;R$ 1.524,73
 30/01/2023;484; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 67.723,89;R$ 67.723,89;R$ 67.723,89
 30/01/2023;483; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 9.291,79;R$ 9.291,79;R$ 9.291,79
 30/01/2023;517; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 502,06;R$ 502,06;R$ 502,06
 30/01/2023;485; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 3.150,00;R$ 3.150,00;R$ 3.150,00
 30/01/2023;516; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 18.232,64;R$ 18.232,64;R$ 18.232,64
 30/01/2023;490; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 2.651,97;R$ 2.651,97;R$ 2.651,97
 30/01/2023;492; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 334,70;R$ 334,70;R$ 334,70
 30/01/2023;502; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 31.200,42;R$ 31.200,42;R$ 31.200,42
 30/01/2023;499; SECRETARIA DE CULTURA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 9.505,57;R$ 9.505,57;R$ 9.505,57
 30/01/2023;504; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 156.378,27;R$ 156.378,27;R$ 156.378,27
 30/01/2023;495; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 71.869,76;R$ 71.869,76;R$ 71.869,76
 30/01/2023;487; SECRETARIA DE TURISMO  E ESPORTE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 10.353,47;R$ 10.353,47;R$ 10.353,47
 30/01/2023;491; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 109.456,32;R$ 109.456,32;R$ 109.456,32
 30/01/2023;493; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 1.003,85;R$ 1.003,85;R$ 1.003,85
 30/01/2023;488; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 18.846,85;R$ 18.846,85;R$ 18.846,85
 30/01/2023;503; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 1.854,08;R$ 1.854,08;R$ 1.854,08
 30/01/2023;497; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 8.702,28;R$ 8.702,28;R$ 8.702,28
 30/01/2023;501; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 4.416,61;R$ 4.416,61;R$ 4.416,61
 30/01/2023;494; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 208,87;R$ 208,87;R$ 208,87
 30/01/2023;482; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 10.506,00;R$ 10.506,00;R$ 10.506,00
 30/01/2023;500; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 404,74;R$ 404,74;R$ 404,74
 30/01/2023;489; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 31.165,92;R$ 31.165,92;R$ 31.165,92
 30/01/2023;519; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 14.203,51;R$ 14.203,51;R$ 14.203,51
 30/01/2023;520; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 25.447,05;R$ 25.447,05;R$ 25.447,05
 30/01/2023;521; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 57.373,07;R$ 57.373,07;R$ 57.373,07
 30/01/2023;522; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 88.420,52;R$ 88.420,52;R$ 88.420,52
 30/01/2023;518; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 22.941,34;R$ 22.941,34;R$ 22.941,34
 30/01/2023;498; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 30.007,66;R$ 30.007,66;R$ 30.007,66
 30/01/2023;486; GABINETE DO PREFEITO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 4.462,71;R$ 4.462,71;R$ 4.462,71
 30/01/2023;496; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 1.670,99;R$ 1.670,99;R$ 1.670,99
 24/01/2023;25; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 7.746,86;R$ 7.746,86;R$ 7.746,86
 24/01/2023;26; CÂMARA MUNICIPAL DE VEREADORES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 17.692,66;R$ 17.692,66;R$ 17.692,66
 24/01/2023;24; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 45.100,49;R$ 45.100,49;R$ 45.100,49
 24/01/2023;23; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2023;R$ 39.150,40;R$ 39.150,40;R$ 39.150,40
 13/01/2023;45; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE INSS COMPLEMENTAR.;R$ 19.149,50;R$ 19.149,50;R$ 19.149,50
 13/01/2023;280; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE INSS COMPLEMENTAR.;R$ 54.642,34;R$ 54.642,34;R$ 54.642,34
 02/01/2023;38; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Despesas de Exercícios Anteriores; REFERENTE AO PARCELAMENTO DO INSS Nº618365680.;R$ 33.000,00;R$ 33.000,00;R$ 33.000,00
 30/12/2022;4860; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL , REEMPENHO DE DESPESA EXTRA,;R$ 508,23; -; -
 30/12/2022;4808; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 17.263,63;R$ 17.263,63;R$ 17.263,63
 30/12/2022;4859; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL , REEMPENHO DE DESPESA EXTRA,;R$ 100,00; -; -
 28/12/2022;752; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL REEMPENHO 545.;R$ 104.561,14;R$ 104.561,14;R$ 104.561,14
 28/12/2022;4807; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 65.682,24;R$ 65.682,24;R$ 65.682,24
 28/12/2022;4771; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 12/2022;R$ 202,63;R$ 202,63;R$ 202,63
 28/12/2022;4770; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 12/2022;R$ 892,54;R$ 892,54;R$ 892,54
 22/12/2022;740; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 3.117,95;R$ 3.117,95;R$ 3.117,95
 22/12/2022;741; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 447.441,98;R$ 447.441,98;R$ 447.441,98
 22/12/2022;743; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 2.660,03;R$ 2.660,03;R$ 2.660,03
 22/12/2022;744; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 91.601,78;R$ 91.601,78;R$ 91.601,78
 22/12/2022;4751; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 90.450,28;R$ 90.450,28;R$ 90.450,28
 22/12/2022;4747; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 295.278,28;R$ 295.278,28;R$ 295.278,28
 22/12/2022;4731; SECRETARIA DE TURISMO  E ESPORTE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 9.639,44;R$ 9.639,44;R$ 9.639,44
 22/12/2022;4722; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 12.006,00;R$ 12.006,00;R$ 12.006,00
 22/12/2022;4717; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 19.642,84;R$ 19.642,84;R$ 19.642,84
 22/12/2022;4724; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 159.635,49;R$ 159.635,49;R$ 159.635,49
 22/12/2022;4758; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 250.000,00;R$ 250.000,00;R$ 250.000,00
 22/12/2022;4726; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 6.589,41;R$ 6.589,41;R$ 6.589,41
 22/12/2022;4749; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 45.716,07;R$ 45.716,07;R$ 45.716,07
 22/12/2022;4730; SECRETARIA DE CULTURA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 8.166,76;R$ 8.166,76;R$ 8.166,76
 22/12/2022;4746; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 267.487,79;R$ 267.487,79;R$ 267.487,79
 22/12/2022;4719; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 58.320,31;R$ 58.320,31;R$ 58.320,31
 22/12/2022;4748; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 162.324,81;R$ 162.324,81;R$ 162.324,81
 22/12/2022;4721; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 61.625,95;R$ 61.625,95;R$ 61.625,95
 22/12/2022;4718; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 103.321,14;R$ 103.321,14;R$ 103.321,14
 22/12/2022;4728; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 8.702,28;R$ 8.702,28;R$ 8.702,28
 22/12/2022;4725; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 18.668,98;R$ 18.668,98;R$ 18.668,98
 22/12/2022;4729; GABINETE DO PREFEITO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 833,33;R$ 833,33;R$ 833,33
 22/12/2022;4723; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 3.150,00;R$ 3.150,00;R$ 3.150,00
 22/12/2022;4750; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 10.265,95;R$ 10.265,95;R$ 10.265,95
 22/12/2022;4727; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 31.108,76;R$ 31.108,76;R$ 31.108,76
 22/12/2022;4744; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 12.856,08;R$ 12.856,08;R$ 12.856,08
 22/12/2022;4757; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 100.000,00;R$ 100.000,00;R$ 100.000,00
 22/12/2022;4720; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 32.666,77;R$ 32.666,77;R$ 32.666,77
 22/12/2022;4745; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 16.124,26;R$ 16.124,26;R$ 16.124,26
 22/12/2022;360; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL e ferias 12/2022;R$ 39.150,40;R$ 39.150,40;R$ 39.150,40
 22/12/2022;361; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 63.615,81;R$ 63.615,81;R$ 63.615,81
 22/12/2022;362; CÂMARA MUNICIPAL DE VEREADORES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 18.436,07;R$ 18.436,07;R$ 18.436,07
 22/12/2022;4739; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 13.241,11;R$ 13.241,11;R$ 13.241,11
 22/12/2022;4742; SECRETARIA DE CULTURA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 1.854,19;R$ 1.854,19;R$ 1.854,19
 22/12/2022;4737; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 7.416,70;R$ 7.416,70;R$ 7.416,70
 22/12/2022;4732; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 4.459,74;R$ 4.459,74;R$ 4.459,74
 22/12/2022;4740; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 1.975,77;R$ 1.975,77;R$ 1.975,77
 22/12/2022;4755; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 75.686,34;R$ 75.686,34;R$ 75.686,34
 22/12/2022;4733; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 24.468,98;R$ 24.468,98;R$ 24.468,98
 22/12/2022;4736; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 2.401,20;R$ 2.401,20;R$ 2.401,20
 22/12/2022;4743; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 13.790,59;R$ 13.790,59;R$ 13.790,59
 22/12/2022;4734; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 12/2022;R$ 715,18;R$ 715,18;R$ 715,18
