data;numero_empenho;rel_orgao;detalhamento_do_elemento;descricao;valor_empenhado;valor_liquido;valor_pago
 25/02/2026;995; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 546.086,45;R$ 546.086,45;R$ 546.086,45
 25/02/2026;1014; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 7.631,55;R$ 7.631,55;R$ 7.631,55
 25/02/2026;1013; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 3.063,40;R$ 3.063,40;R$ 3.063,40
 25/02/2026;1010; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 5.913,94;R$ 5.913,94;R$ 5.913,94
 25/02/2026;996; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 135.075,09;R$ 135.075,09;R$ 135.075,09
 25/02/2026;993; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 656.439,65;R$ 656.439,65;R$ 656.439,65
 25/02/2026;1017; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 19.099,49;R$ 19.099,49;R$ 19.099,49
 25/02/2026;1009; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 70.375,42;R$ 70.375,42;R$ 70.375,42
 25/02/2026;994; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 140.956,40;R$ 140.956,40;R$ 140.956,40
 25/02/2026;998; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 26.848,49;R$ 26.848,49;R$ 26.848,49
 25/02/2026;1000; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 111.728,03;R$ 111.728,03;R$ 111.728,03
 25/02/2026;997; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 22.854,71;R$ 22.854,71;R$ 22.854,71
 25/02/2026;999; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 92.774,08;R$ 92.774,08;R$ 92.774,08
 25/02/2026;1002; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 469,08;R$ 469,08;R$ 469,08
 25/02/2026;1004; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 2.453,76;R$ 2.453,76;R$ 2.453,76
 25/02/2026;1001; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 180,78;R$ 180,78;R$ 180,78
 25/02/2026;1003; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 208,40;R$ 208,40;R$ 208,40
 25/02/2026;1006; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 923,95;R$ 923,95;R$ 923,95
 25/02/2026;1008; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 646,23;R$ 646,23;R$ 646,23
 25/02/2026;1005; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 93,29;R$ 93,29;R$ 93,29
 25/02/2026;1049; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 49.720,20;R$ 49.720,20;R$ 49.720,20
 25/02/2026;1040; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 17.458,09;R$ 17.458,09;R$ 17.458,09
 25/02/2026;1047; SECRETARIA DE PLANEJAMENTO E URBANISMO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 2.835,15;R$ 2.835,15;R$ 2.835,15
 25/02/2026;1044; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 1.315,27;R$ 1.315,27;R$ 1.315,27
 25/02/2026;1079; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 410,17;R$ 410,17;R$ 410,17
 25/02/2026;55; CÂMARA MUNICIPAL DE VEREADORES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 19.981,08;R$ 19.981,08;R$ 19.981,08
 25/02/2026;1055; SECRETARIA DE TURISMO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 2.991,03;R$ 2.991,03;R$ 2.991,03
 25/02/2026;1051; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 2.338,26;R$ 2.338,26;R$ 2.338,26
 25/02/2026;1052; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 7.189,55;R$ 7.189,55;R$ 7.189,55
 25/02/2026;1081; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 879,23;R$ 879,23;R$ 879,23
 25/02/2026;1080; SECRETARIA DE ESPORTES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 750,69;R$ 750,69;R$ 750,69
 25/02/2026;1059; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 3.024,16;R$ 3.024,16;R$ 3.024,16
 25/02/2026;1043; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 6.735,73;R$ 6.735,73;R$ 6.735,73
 25/02/2026;1041; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 10.501,02;R$ 10.501,02;R$ 10.501,02
 25/02/2026;1046; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 584,56;R$ 584,56;R$ 584,56
 25/02/2026;1053; SECRETARIA DE CULTURA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 1.052,22;R$ 1.052,22;R$ 1.052,22
 25/02/2026;1007; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 34,73;R$ 34,73;R$ 34,73
 25/02/2026;1078; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 6.606,84;R$ 6.606,84;R$ 6.606,84
 25/02/2026;1042; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 129,90;R$ 129,90;R$ 129,90
 25/02/2026;1050; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 4.740,77;R$ 4.740,77;R$ 4.740,77
 25/02/2026;1045; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 31.467,98;R$ 31.467,98;R$ 31.467,98
 25/02/2026;1054; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 24.706,41;R$ 24.706,41;R$ 24.706,41
 25/02/2026;1048; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 5.912,67;R$ 5.912,67;R$ 5.912,67
 25/02/2026;1056; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 3.767,79;R$ 3.767,79;R$ 3.767,79
 25/02/2026;1082; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 3.235,00;R$ 3.235,00;R$ 3.235,00
 25/02/2026;1077; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.992,42;R$ 1.992,42;R$ 1.992,42
 25/02/2026;1039; SECRETARIA DE ESPORTES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 3.585,34;R$ 3.585,34;R$ 3.585,34
 19/02/2026;906; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR.;R$ 2.071,16;R$ 2.071,16;R$ 2.071,16
 05/02/2026;184; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 1/2026;R$ 43,83;R$ 43,83;R$ 43,83
 05/02/2026;183; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 1/2026;R$ 540,63;R$ 540,63;R$ 540,63
 05/02/2026;185; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 1/2026;R$ 99,70;R$ 99,70;R$ 0,00
 30/01/2026;143; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 72.135,04;R$ 72.135,04;R$ 2.340,23
 30/01/2026;144; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 34.725,87;R$ 34.725,87;R$ 0,00
 30/01/2026;154; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 158,55;R$ 158,55;R$ 0,00
 30/01/2026;163; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 36,24;R$ 36,24;R$ 36,24
 30/01/2026;166; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 2.112,63;R$ 2.112,63;R$ 2.112,63
 30/01/2026;168; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 240,39;R$ 240,39;R$ 0,00
 30/01/2026;162; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 11.671,29;R$ 11.671,29;R$ 11.671,29
 30/01/2026;145; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 420.310,79;R$ 420.310,79;R$ 420.310,79
 30/01/2026;167; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 1.375,67;R$ 1.375,67;R$ 1.375,67
 30/01/2026;137; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 30.203,06;R$ 30.203,06;R$ 30.203,06
 30/01/2026;139; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.155,00;R$ 1.155,00;R$ 1.155,00
 30/01/2026;165; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 22,49;R$ 22,49;R$ 22,49
 30/01/2026;147; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 14.011,66;R$ 14.011,66;R$ 14.011,66
 30/01/2026;152; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 740,45;R$ 740,45;R$ 740,45
 30/01/2026;151; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 7.224,38;R$ 7.224,38;R$ 7.224,38
 30/01/2026;150; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 191.692,70;R$ 191.692,70;R$ 191.692,70
 30/01/2026;153; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 4.713,19;R$ 4.713,19;R$ 4.713,19
 30/01/2026;141; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 58.886,36;R$ 58.886,36;R$ 58.886,36
 30/01/2026;136; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 70.201,40;R$ 70.201,40;R$ 70.201,40
 30/01/2026;135; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 6.769,98;R$ 6.769,98;R$ 6.769,98
 30/01/2026;138; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 50.221,27;R$ 50.221,27;R$ 50.221,27
 30/01/2026;142; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 10.526,20;R$ 10.526,20;R$ 10.526,20
 30/01/2026;140; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 11.842,25;R$ 0,00;R$ 0,00
 30/01/2026;148; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 1.232,52;R$ 0,00;R$ 0,00
 30/01/2026;149; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 31.798,13;R$ 0,00;R$ 0,00
 30/01/2026;164; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 2.298,07;R$ 2.298,07;R$ 0,00
 30/01/2026;560; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 142.241,47;R$ 142.241,47;R$ 142.241,47
 30/01/2026;562; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 648.763,14;R$ 648.763,14;R$ 648.763,14
 30/01/2026;570; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 7.505,46;R$ 7.505,46;R$ 7.505,46
 30/01/2026;561; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 1/2026;R$ 116.266,12;R$ 116.266,12;R$ 116.266,12
 30/01/2026;569; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 6.297,58;R$ 6.297,58;R$ 6.297,58
 30/01/2026;553; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 132.806,10;R$ 132.806,10;R$ 132.806,10
 30/01/2026;554; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 42.547,17;R$ 42.547,17;R$ 42.547,17
 30/01/2026;556; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 41.481,71;R$ 41.481,71;R$ 41.481,71
 30/01/2026;645; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 580,72;R$ 580,72;R$ 580,72
 30/01/2026;661; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 696,87;R$ 696,87;R$ 696,87
 30/01/2026;566; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 8.383,26;R$ 8.383,26;R$ 8.383,26
 30/01/2026;555; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 122.680,35;R$ 122.680,35;R$ 122.680,35
 30/01/2026;567; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 1/2026;R$ 851,72;R$ 851,72;R$ 851,72
 30/01/2026;649; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 245,67;R$ 245,67;R$ 0,00
 30/01/2026;650; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 1/2026;R$ 860,34;R$ 860,34;R$ 0,00
 30/01/2026;586; SECRETARIA DE ESPORTES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 2.909,51;R$ 2.909,51;R$ 0,00
 30/01/2026;587; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 17.533,28;R$ 17.533,28;R$ 0,00
 30/01/2026;589; SECRETARIA DE PLANEJAMENTO E URBANISMO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 2.779,03;R$ 2.779,03;R$ 0,00
 30/01/2026;591; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 3.316,65;R$ 3.316,65;R$ 0,00
 30/01/2026;592; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 6.413,34;R$ 6.413,34;R$ 0,00
 30/01/2026;593; SECRETARIA DE CULTURA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.052,22;R$ 1.052,22;R$ 0,00
 30/01/2026;594; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.860,87;R$ 1.860,87;R$ 0,00
 30/01/2026;596; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.315,27;R$ 1.315,27;R$ 0,00
 30/01/2026;597; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 32.483,46;R$ 32.483,46;R$ 0,00
 30/01/2026;598; SECRETARIA DE TURISMO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 3.150,82;R$ 3.150,82;R$ 0,00
 30/01/2026;599; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 12.273,97;R$ 12.273,97;R$ 0,00
 30/01/2026;600; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 35.712,17;R$ 35.712,17;R$ 0,00
 30/01/2026;601; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.073,98;R$ 1.073,98;R$ 0,00
 30/01/2026;602; GABINETE DO PREFEITO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 1.943,77;R$ 1.943,77;R$ 0,00
 30/01/2026;607; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 3.419,72; -; -
 30/01/2026;588; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 17.292,36;R$ 17.292,36;R$ 0,00
 30/01/2026;590; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 1/2026;R$ 50.207,77;R$ 50.207,77;R$ 0,00
