rel_entidade;numero_do_processo;ano_processo;numero_da_licitacao;ano_da_licitacao;objeto;modalide;data_de_abertura;data_de_publicacao;tipo_de_objeto;forma_de_julgamento;data_da_homologacao;situacao;data_de_anulacao;data_de_criacao;data_do_julgamento;data_da_revogacao;forma_de_contratacao;valor_estimado;valor_homologado
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;74;2021;74;2021; REF.: PRESTAÇÃO DE SERVIÇOS DE CAMINHÃO BASCULANTE TRUCADO COM CAPACIDADE MÍNIMA DE 12 M², PARA EFETUAR TRANSPORTE DE MATERIAL, POR QUILÔMETRO PERCORRIDO, MUNICIPAL, INTERMUNICIPAL E INTERESTADUAL, COM COMBUSTÍVEL E MOTORISTA, PARA ATENDER AS NECESSIDADES DA MUNICIPALIDADE.; Pregão presencial; 03/09/2021 09:30; 24/08/2021; Contratação de serviços; MENOR PRECO POR ITEM; 09/09/2021; HOMOLOGADO; -; 23/08/2021; 03/09/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;73;2021;73;2021; REF.: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE LAJOTA (MODELO SEXTAVADO), PARA PAVIMENTAÇÃO E/OU RECUPERAÇÃO DE DIVERSAS VIAS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Pregão eletrônico; 03/09/2021 08:01; 24/08/2021; Compras e Serviços; MENOR PRECO POR ITEM; -; REVOGADO; -; 23/08/2021; 03/09/2021; 23/12/2021; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;72;2021;72;2021; REF.: AQUISIÇÃO DE UM TERRENO RURAL SITUADO NO LUGAR TAPERA-FIGUEIRINHA, DISTRITO E MUNICIPIO DE BALNEÁRIO GAIVOTA/SC, SOB MATRÍCULA 65.462. DE 38.797,36M².; Dispensa de licitação; 18/08/2021 15:01; 18/08/2021; Compras e Serviços; MENOR PRECO POR ITEM; 18/08/2021; HOMOLOGADO; -; 18/08/2021; 18/08/2021; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;71;2021;71;2021; REF.: CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA ELABORAÇÃO DE PROJETO DE ENGENHARIA, ELABORAÇÃO DE PROJETO DE ENGENHARIA RODOVIÁRIA PARA OBRAS DE IMPLANTAÇÃO E/OU RESTAURAÇÃO E PAVIMENTAÇÃO ASFÁLTICA NA AV. INTERPRAIAS (ENTRE O LIMITE TERRITORIAL DO MUNICÍPIO DE PASSO DE TORRES E BALNEÁRIO GAIVOTA ATÉ O LIMITE TERRITORIAL DO MUNICÍPIO DE BALNEÁRIO GAIVOTA E BALNEÁRIO ARROIO DO SILVA COM EXTENSÃO APROXIMADA DE 25 KM).; Pregão presencial; 10/08/2021 09:30; 28/07/2021; Contratação de serviços; MENOR PRECO POR ITEM; 18/08/2021; HOMOLOGADO; -; 28/07/2021; 10/08/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;70;2021;70;2021; REF.: CONTRATAÇÃO DE SERVIÇOS DE EMPRESA ESPECIALIZADA PARA TERRAPLENAGEM, DRENAGEM PLUVIAL, PAVIMENTAÇÃO COM LAJOTAS E SINALIZAÇÃO VIÁRIA NA RUA JOAO VITORINO BARBOSA, TRECHO 02, LOCALIDADE DE LAGOA DE FORA, MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC. CONFORME LOCALIZAÇÃO, CONDIÇÕES, QUANTITATIVOS E DEMAIS INFORMAÇÕES TÉCNICAS CONSTANTES NOS PROJETOS, MEMORIAL DESCRITIVO, PLANILHA ORÇAMENTÁRIA, PROJETOS, EDITAL E ANEXOS; Convite; 02/08/2021 09:00; 26/07/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 05/08/2021; HOMOLOGADO; -; 26/07/2021; 02/08/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;69;2021;69;2021; O PRESENTE PROCEDIMENTO LICITATÓRIO TEM POR FINALIDADE REGISTRAR PREÇOS NO INTUITO DE SELECIONAR A PROPOSTA MAIS VANTAJOSA PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTO AGRÍCOLA PARA ATENDIMENTO DA SECRETARIA DA AGRICULTURA PESCA E MEIO AMBIENTE, NAS CONDIÇÕES FIXADAS NO EDITAL PARA SEREM FORNECIDOS, CONFORME ESPECIFICAÇÕES TÉCNICAS.; Pregão presencial; 12/08/2021 08:30; 19/07/2021; Compras e Serviços; MENOR PRECO POR ITEM; 17/08/2021; REVOGADO; -; 16/07/2021; 12/08/2021; 28/07/2021; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;68;2021;68;2021; REF.: CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS PARA ELABORAÇÃO DE PROJETO DE ENGENHARIA, ELABORAÇÃO DE PROJETOS EXECUTIVOS E PROJETOS BÁSICOS, CONFORME DETALHAMENTO DO OBJETO, DETALHAMENTO DOS SERVIÇOS; Pregão presencial; 27/07/2021 09:30; 14/07/2021; Contratação de serviços; MENOR PRECO POR ITEM; -; REVOGADO; -; 14/07/2021; 27/07/2021; 27/07/2021; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;67;2021;67;2021; SELECIONAR A MELHOR PROPOSTA PARA A SERVIÇOS TÉCNICOS PROFISSIONAIS DE ENGENHARIA, APROVAÇÃO DE PROJETOS, ACOMPANHAMENTO E FISCALIZAÇÃO DAS OBRAS.; Convite; 15/07/2021 08:00; 08/07/2021; Obras e Serviços de Engenharia; MENOR PRECO POR ITEM; 16/07/2021; HOMOLOGADO; -; 08/07/2021; 15/07/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;66;2021;66;2021; REF.: AQUISIÇÃO DE EQUIPAMENTO DOMÉSTICO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Pregão eletrônico; 13/07/2021 08:01; 01/07/2021; Compras e Serviços; MENOR PRECO POR ITEM; 13/07/2021; HOMOLOGADO; -; 30/06/2021; 13/07/2021; -; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;65;2021;65;2021; REF.: FORNECIMENTO DE CIMENTO ASFÁLTICO (CAP 50/70), EMULSÃO (RR-2C), EMULSÃO PARA IMPRIMAÇÃO, INCLUINDO CARREGAMENTO, TRANSPORTE E DESCARREGAMENTO NA USINA DE ASFALTO, COM FINALIDADE DE EXECUTAR OS SERVIÇOS DE RESTAURAÇÃO E ADEQUAÇÃO DA CAPACIDADE DE TRAFEGO DE DIVERSAS RUAS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC; Pregão eletrônico; 06/07/2021 10:01; 24/06/2021; Compras e Serviços; MENOR PREÇO POR LOTE; 07/07/2021; HOMOLOGADO; -; 23/06/2021; 06/07/2021; -; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;64;2021;64;2021; REF.: AQUISIÇÃO DE CONTÊINER DRY CUSTOMIZADOS PARA POSTOS DE GUARDA VIDAS PARA O MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Pregão eletrônico; 06/07/2021 08:01; 24/06/2021; Compras e Serviços; MENOR PRECO POR ITEM; 06/07/2021; HOMOLOGADO; -; 23/06/2021; 06/07/2021; -; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;63;2021;63;2021; CONTRATAÇÃO DE SERVIÇOS DE JARDINAGEM, MANUTENÇÃO, E CONSERVAÇÃO DO CAMPO DE FUTEBOL, PRAÇAS, CANTEIROS DE TREVOS E AVENIDAS E MANUTENÇÃO DOS JARDINS DOS PRÉDIOS PÚBLICOS DO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC.; Convite; 25/06/2021 08:01; 18/06/2021; Contratação de serviços; MENOR PRECO POR ITEM; 25/06/2021; HOMOLOGADO; -; 18/06/2021; 25/06/2021; -; Licitação;R$ 39.900,00;R$ 36.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;62;2021;62;2021; REF.: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE TERRAPLENAGEM, DRENAGEM PLUVIAL E PAVIMENTAÇÃO ASFÁLTICA NA RODOVIA JORGE FLORIANO, NA LOCALIDADE DE RUA NOVA, NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC. CONFORME LOCALIZAÇÃO, CONDIÇÕES, QUANTITATIVOS E DEMAIS INFORMAÇÕES TÉCNICAS CONSTANTES NOS PROJETOS, MEMORIAL DESCRITIVO, PLANILHA ORÇAMENTÁRIA, PROJETOS, EDITAL E ANEXOS.; Convite; 21/06/2021 09:00; 14/06/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 21/06/2021; HOMOLOGADO; -; 11/06/2021; 21/06/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;61;2021;61;2021; REF.: SERVIÇOS GRÁFICOS, PARA SUPRIR AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, PARA SEREM FORNECIDOS DE FORMA PARCELADA; Pregão presencial; 17/06/2021 13:30; 07/06/2021; Compras e Serviços; MENOR PREÇO POR LOTE; 17/06/2021; HOMOLOGADO; -; 04/06/2021; 17/06/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;60;2021;60;2021; Prestação de serviços de manutenção dos veículos tipo maquinas pesadas desta municipalidade, com fornecimento de peças, componentes e acessórios novos com as mesmas especificações técnicas e padrões de qualidade daqueles produzidos pelos fabricantes (originais ou genuínos).; Pregão presencial; 17/06/2021 08:30; 04/06/2021; Compras e Serviços; MENOR PREÇO POR LOTE; 17/06/2021; HOMOLOGADO; -; 04/06/2021; 17/06/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;59;2021;59;2021; AQUISIÇÃO DE MADEIRA COM OU SEM TRATAMENTO, DESTINADOS A MANUTENÇÃO DAS SECRETARIAS MUNICIPAIS DO MUNICÍPIO, PARA SEREM FORNECIDOS DE FORMA PARCELADA.; Pregão presencial; 16/06/2021 08:30; 01/06/2021; Compras e Serviços; MENOR PRECO POR ITEM; 16/06/2021; HOMOLOGADO; -; 31/05/2021; 16/06/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;58;2021;58;2021; Contratação de instituição especializada para, nos termos do projeto básico, ministrar cursos de capacitação para adultos de 16 a 59 anos, visando inserir ou reinserir o público-alvo do presente objeto no mercado de trabalho, conforme condições apresentadas no fixado no Projeto Básico - Anexo I.; Inexigibilidade de licitação; -; 25/05/2021; Contratação de serviços; MENOR PRECO POR ITEM; 25/05/2021; HOMOLOGADO; -; 25/05/2021;  - ; -; Inexigibilidade de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;57;2021;57;2021; Fornecimento de cimento asfáltico (CAP 50/70), emulsão (RR-2C), emulsão para imprimação, incluindo carregamento, transporte e descarregamento na usina de asfalto, com finalidade de executar os serviços de restauração e adequação da capacidade de trafego de diversas ruas do município de Balneário Gaivota/SC; Pregão eletrônico; 18/06/2021 08:01; 07/06/2021; Compras e Serviços; MENOR PREÇO POR LOTE; -; REVOGADO; -; 25/05/2021; 18/06/2021; 18/06/2021; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;56;2021;56;2021; Prestação de Serviços de profissional para coordenar oficina de Cidadania e Meio Ambiente, com objetivo de estimular e desenvolver ações de fortalecimento de vínculos e cidadania para crianças e adolescentes atendidas pelos Serviços de Convivência e Fortalecimento de Vínculos - SCFV, no âmbito do Fundo Municipal da Assistência Social do Munícipio de Balneário Gaivota/SC; Dispensa de licitação; -; 25/05/2021; Compras e Serviços; MENOR PRECO POR ITEM; 25/05/2021; HOMOLOGADO; -; 25/05/2021;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;55;2021;55;2021; Aquisição de móveis, destinados para manutenção das atividades do Serv. de Convivência e Fortalecimento de Vínculos, Centro de Referência da Assistência Social, Oficinas do Programa Bolsa Família e diversas secretarias municipais, para serem fornecidos de forma parcelada.; Pregão presencial; 08/06/2021 08:30; 24/05/2021; Compras e Serviços; MENOR PRECO POR ITEM; 15/06/2021; HOMOLOGADO; -; 20/05/2021; 08/06/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;54;2021;54;2021; Aquisição de equipamentos e utensílios de cozinha, destinados para manutenção das atividades do Serv. de Convivência e Fortalecimento de Vínculos, Centro de Referência da Assistência Social, Oficinas do Programa Bolsa Família e diversas secretarias municipais.; Pregão presencial; 07/06/2021 08:00; 24/05/2021; Compras e Serviços; MENOR PRECO POR ITEM; 23/06/2021; HOMOLOGADO; -; 19/05/2021; 07/06/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;53;2021;53;2021; Contratação de instrutor especializado para ministrar cursos de corte e costura compreendendo: aulas práticas com a finalidade de detectar necessidades e motivações e desenvolver potencialidades e capacidades para novos projetos de vida familiar, no Centro de Formação Profissional, com carga horário de 12 horas semanais, no Munícipio de Balneário Gaivota/SC; Dispensa de licitação; 07/05/2021 10:00; 07/05/2021; Compras e Serviços; MENOR PRECO POR ITEM; 07/05/2021; HOMOLOGADO; -; 07/05/2021; 07/05/2021; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;52;2021;52;2021; Contratação de serviços especializado de topografia, compreendendo: Alinhamento, Levantamento Topográfico plani-autimétrico e Levantamento Topográfico para projeto de pavimentação, com carga horária de 20h semanais.; Dispensa de licitação; 30/04/2021 10:00; 30/04/2021; Contratação de serviços; MENOR PREÇO GLOBAL; 30/04/2021; HOMOLOGADO; -; 30/04/2021; 30/04/2021; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;51;2021;51;2021; Prestação de Serviços para desenvolver, organizar e coordenar oficina de Taekwondo, com o objetivo de estimular e desenvolver ações de fortalecimento de vínculos e cidadania para as crianças atendidas pelos Serviços de Convivência e Fortalecimento de Vínculos - SCFV, no âmbito do Fundo Municipal da Assistência Social do município de Balneário Gaivota.; Dispensa de licitação; 30/04/2021 15:30; 30/04/2021; Contratação de serviços; MENOR PREÇO GLOBAL; 30/04/2021; HOMOLOGADO; -; 30/04/2021; 30/04/2021; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;50;2021;50;2021; O presente procedimento licitatório tem por finalidade selecionar a proposta mais vantajosa para futura contratação de empresa especializada em, Serviços técnicos profissionais de engenharia, elaboração de projetos, acompanhamento e fiscalização das obras, para o exercício de 2021.; Convite; 07/05/2021 13:00; 30/04/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 07/05/2021; HOMOLOGADO; -; 30/04/2021; 07/05/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;49;2021;49;2021; contratação de empresa especializada para reforma e ampliação do centro de educação infantil pingo de gente com 101,12 m², no município de Balneário Gaivota/SC; Convite; 07/05/2021 08:30; 30/04/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 17/05/2021; HOMOLOGADO; -; 30/04/2021; 07/05/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;48;2021;48;2021; REF. Aquisição de solo areno-argiloso para aterro, conforme especificações, prazos e demais condições constantes no Termo de Referência (Anexo I) e as demais condições constantes no edital e demais anexos.; Convite; 04/05/2021 13:00; 27/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 04/05/2021; HOMOLOGADO; -; 27/04/2021; 04/05/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;47;2021;47;2021; Contratação de Serviço de impressão e encadernação de material gráfico - apostilas - para a rede municipal de ensino, conforme condições e especificações discriminadas, para a Secretaria Municipal da Educação de Balneário Gaivota/SC.; Convite; 30/04/2021 13:00; 23/04/2021; Contratação de serviços; MENOR PREÇO POR LOTE; 30/04/2021; HOMOLOGADO; -; 23/04/2021; 30/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;46;2021;46;2021; REF. Contratação de empresa especializada para construção do novo Centro de Educação Infantil, na localidade de Brilhamares, município de Balneário Gaivota/SC. Conforme localização, condições, quantitativos e demais informações técnicas constantes nos projetos, memorial descritivo, planilha orçamentária, cronograma físico-financeiro, projetos, edital e anexos; Tomada de Preço; 13/05/2021 09:00; 15/04/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 21/06/2021; HOMOLOGADO; -; 14/04/2021; 13/05/2021; -; Tomada de Preço; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;45;2021;45;2021; REF. Aquisição de veículo zero km, ano/modelo 2021/2022, tipo SUV, para a Polícia Militar de Balneário Gaivota/SC; Pregão presencial; 20/05/2021 08:30; 15/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 20/05/2021; HOMOLOGADO; -; 13/04/2021; 20/05/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;44;2021;44;2021; REF. Fornecimento de seixo basáltico rolado peneirado, para uso na manutenção da rede viária municipal, espaços públicos, logradouros públicos e melhoria de acessos a propriedades rurais.; Pregão presencial; 30/04/2021 09:00; 16/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 30/04/2021; HOMOLOGADO; -; 13/04/2021; 30/04/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;43;2021;43;2021; REF. Fornecimento material britado, para uso na manutenção da rede viária municipal, espaços públicos, logradouros públicos e melhoria de acessos a propriedades rurais.; Pregão presencial; 28/04/2021 09:00; 15/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 28/04/2021; HOMOLOGADO; -; 13/04/2021; 28/04/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;42;2021;42;2021; REF. Contratação de profissional com habilitação em direito e inscrito nos quadros da Ordem dos Advogados do Brasil - OAB, para prestação de serviços de assessoria jurídica junto a Prefeitura Municipal, para executar tarefas inerentes a advocacia, principalmente na defesa de interesse do Município de Balneário Gaivota onde figure com réu, nas áreas cível, administrativa e trabalhista, com elaboração de pareceres e peças de defesa, além do acompanhamento do processo judicial, contato e resolução; Convite; 19/04/2021 08:31; 12/04/2021; Contratação de serviços; MENOR PREÇO GLOBAL; 19/04/2021; HOMOLOGADO; -; 09/04/2021; 19/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;41;2021;41;2021; REF. Aquisição de pneus novos de 1.ª linha, câmaras de ar e protetores/colarinhos novos, que atendam as Normas da ABNT NBR NM 250:2001, NBR NM 251:2001 e detenham Certificado de Qualidade do INMETRO para veículos oficiais desta municipalidade.; Pregão eletrônico; 26/05/2021 14:01; 13/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 15/06/2021; HOMOLOGADO; -; 09/04/2021; 26/05/2021; -; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;40;2021;40;2021; Ref.: O presente procedimento licitatório tem por objeto a futura contratação de empresa de comunicação para serviços de captação, decoupagem, edição e finalização de vídeos, incluindo serviços de drone, como também legendas e artes finais em vídeo, para o exercício de 2021, nos termos do edital e anexos.; Convite; 19/04/2021 14:01; 12/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 19/04/2021; HOMOLOGADO; -; 09/04/2021; 19/04/2021; -; Licitação;R$ 150.000,00;R$ 125.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;39;2021;39;2021; REF. Aquisição de tubos de concreto para a manutenção e ampliação das tubulações do município, visando atender as necessidades da Secretaria de Obras e Serviços Urbanos; Pregão eletrônico; 30/04/2021 14:00; 08/04/2021; Compras e Serviços; MENOR PRECO POR ITEM; 13/05/2021; HOMOLOGADO; -; 06/04/2021; 30/04/2021; -; Pregão eletrônico; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;38;2021;38;2021; EXECUÇÃO DE SINALIZAÇÃO VIÁRIA HORIZONTAL NA RODOVIA JOSÉ TISCOSKI (INÍCIO DA PONTE SOBRE RIO CAVERÁ E TÉRMINO NA AVENIDA INTERPRAIAS) COM 4.900,00m DE EXTENSÃO NO MUNICÍPIO DE BALNEÁRIO GAIVOTA/SC; Dispensa de licitação; 01/04/2021 10:01; 01/04/2021; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 01/04/2021; HOMOLOGADO; -; 01/04/2021; 01/04/2021; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;37;2021;37;2021; Contratação de profissional com habilitação em direito e inscrito nos quadros da Ordem dos Advogados do Brasil - OAB, para prestação de serviços para a Secretaria Municipal de Assistência Social no tocante à regularidade, legalidade e controle interno dos atos do órgão, bem como, assessorar quanto a demandas que careçam de compreensão e acompanhamento de ordem jurídica do município de Balneário Gaivota/SC, com carga horária não inferior a 16 horas semanais.; Convite; 14/04/2021 08:31; 07/04/2021; Contratação de serviços; MENOR PRECO POR ITEM; 14/04/2021; HOMOLOGADO; -; 29/03/2021; 14/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;36;2021;36;2021; Contratação de empresa do ramo pertinente, para a aquisição de Peças e Serviços de Mão-de-Obra para a Reforma e Retificação de Motor da Retroescavadeira Randon RD 406, para atender as necessidades da Secretaria de Obras e Serviços Urbanos.; Convite; 06/04/2021 15:45; 29/03/2021; Contratação de serviços; MENOR PREÇO GLOBAL; 07/04/2021; HOMOLOGADO; -; 29/03/2021; 06/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;35;2021;35;2021; AQUISIÇÃO PARCELADA DE CESTAS BÁSICAS PARA FORNECIMENTO AOS USUÁRIOS DA ASSISTÊNCIA SOCIAL, QUE POR VENTURA ENCONTRAREM-SE EM SITUAÇÃO DE VULNERABILIDADE SOCIAL (ALIMENTOS); Convite; 05/04/2021 08:01; 26/03/2021; Compras e Serviços; MENOR PREÇO GLOBAL; 06/04/2021; HOMOLOGADO; -; 26/03/2021; 05/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;34;2021;34;2021; Ref.: O objeto do presente instrumento é contratação de empresa especializada detentora de profissional(ais) com habilitação em direito e inscrito(s) nos quadros da Ordem dos Advogados do Brasil - OAB, para prestar serviços técnicos profissionais na condição de advogado junto ao Setor de Licitações e Contratos Administrativos do município de Balneário Gaivota/SC, obedecidas as condições, quantitativos, especificações técnicas constantes edital,  projeto básico e demais anexos.; Convite; 01/04/2021 15:00; 25/03/2021; Contratação de serviços; MENOR PRECO POR ITEM; 01/04/2021; HOMOLOGADO; -; 25/03/2021; 01/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;33;2021;33;2021; Contratação de empresa do ramo pertinente para Fornecimento parcelado de materiais de construção diversos para atender as necessidade da Secretaria de Obras e Serviços Urbanos e demais secretarias municipais durante o ano de 2021.; Convite; 20/04/2021 16:00; 24/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 20/04/2021; HOMOLOGADO; -; 24/03/2021; 20/04/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;32;2021;32;2021; Adesão ao procedimento licitatório 03/2021/FMS, que tem por finalidade o registro de preço para futura e eventual aquisição parcelada de matérias médicos hospitalares e odontológicos.; Pregão presencial; 24/03/2021 08:00; 24/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 24/03/2021; HOMOLOGADO; -; 24/03/2021; 24/03/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;31;2021;31;2021; Prestação de serviços de manutenção dos veículos tipo caminhão desta municipalidade, com fornecimento de peças, componentes e acessórios novos com as mesmas especificações técnicas e padrões de qualidade daqueles produzidos pelos fabricantes (originais ou genuínos).; Pregão presencial; 09/04/2021 08:30; 29/03/2021; Compras e Serviços; MENOR PREÇO POR LOTE; 12/04/2021; HOMOLOGADO; -; 24/03/2021; 09/04/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;30;2021;30;2021; Prestação de serviço de manutenção preventiva e corretiva dos veículos da frota municipal, compreendendo mecânica em geral e elétrica em geral, com fornecimento de peças genuínas, originais e/ou similares e de materiais necessários ao perfeito funcionamento; Pregão presencial; 19/04/2021 09:00; 23/03/2021; Compras e Serviços; MENOR PREÇO POR LOTE; 05/05/2021; HOMOLOGADO; -; 22/03/2021; 19/04/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;29;2021;29;2021; Contratação de empresa especializada na prestação de serviços de sistema de monitoramento digital incluindo instalação, manutenção, funcionamento 24 horas/dia, objetivando a locação de circuito de monitoramento digital com gravação remota (nuvem) com acesso via WEB e aplicativo.; Convite; 29/03/2021 08:31; 22/03/2021; Contratação de serviços; MENOR PRECO POR ITEM; 29/03/2021; HOMOLOGADO; -; 22/03/2021; 29/03/2021; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;28;2021;28;2021; Aquisição de cargas de gás de cozinha - GLP em botijão de 13kg e água mineral em galão de 20 litros e 500 ml, com fornecimento contínuo e fracionado, conforme demanda, diretamente nas escolas municipais, nas creches, nas unidades de saúde e na prefeitura municipal.; Pregão presencial; 01/04/2021 08:30; 15/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 05/04/2021; HOMOLOGADO; -; 15/03/2021; 01/04/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;27;2021;27;2021; Adesão ao processo licitatório 03/2021/FMS, aquisição parcelada de matérias médicos hospitalares para uso nas creches e escolas do Municpio de Balneário Gaivota.; Pregão presencial; 01/03/2021 09:00; 01/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 01/03/2021; HOMOLOGADO; -; 01/03/2021; 01/03/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;26;2021;26;2021; Aquisição de materiais e equipamentos de informática, destinados ao atendimento da Secretaria de Administração e Finanças, Secretaria Municipal de Saúde, Secretaria de Educação e demais secretarias, nas condições fixadas no Edital para serem fornecidos, conforme Especificações Técnicas; Pregão presencial; 12/03/2021 13:30; 01/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 15/03/2021; HOMOLOGADO; -; 01/03/2021; 12/03/2021; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;25;2021;25;2021; Fornecimento parcelados de cartuchos e toners originais e compativeis, para manutenção da secretaria de administração e finanças e demais secretarias deste município.; Pregão presencial; 15/03/2021 09:00; 01/03/2021; Compras e Serviços; MENOR PRECO POR ITEM; 15/03/2021; HOMOLOGADO; -; 01/03/2021; 15/03/2021; -; Pregão presencial; -; -
